Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg03468967,ENSG00000274840,RP11-320G10.1,1590886,L7,4.6634147541405355e-6,0.007999200079992
cg00395579,ENSG00000221387,RNU6ATAC8P,189825,R7,4.665100344340324e-6,0.0041995800419958006
cg00933763,ENSG00000272568,CTB-113D17.1,1043558,R9,4.665799477703159e-6,0.0031996800319968005
cg03304660,ENSG00000105993,DNAJB6,376087,L9,4.665799477703159e-6,0.014598540145985401
cg19286989,ENSG00000196204,RNF216P1,1149051,R10,4.665799477703159e-6,0.0020997900209979003
cg05386482,ENSG00000220378,KRT8P42,151559,R5,4.684174810479982e-6,0.009499050094990502
cg10533069,ENSG00000092108,SCFD1,70305,R2,4.689325902149569e-6,0.012798720127987202
cg11180129,ENSG00000063761,ADCK1,118857,R7,4.689325902149569e-6,0.0026997300269973002
cg13241663,ENSG00000198783,ZNF830,163013,R3,4.689325902149569e-6,0.020097990200979902
cg24757937,ENSG00000139974,SLC38A6,336272,R10,4.689325902149569e-6,0.034996500349965
cg24358781,ENSG00000273384,RP5-1098D14.1,553118,R9,4.690437031609399e-6,0.0124987501249875
cg01362358,ENSG00000266992,DHX40P1,37614,L4,4.6977349923084214e-6,9.99900009999e-4
cg25101380,ENSG00000231482,AC141930.2,1021510,L4,4.703838145076045e-6,0.0795920407959204
cg22162694,ENSG00000252695,MIR2276,413145,R10,4.710901277596295e-6,5.999400059994001e-4
cg13411789,ENSG00000137210,TMEM14B,219498,R8,4.712965633498652e-6,0.035996400359964
cg14533753,ENSG00000188818,ZDHHC11,298147,R10,4.712965633498652e-6,0.07129287071292871
cg26090020,ENSG00000092871,RFFL,429290,R9,4.72482099993292e-6,0.010798920107989201
cg21038291,ENSG00000264026,LINC02003,6449,R4,4.728197985149498e-6,0.10768923107689231
cg13527203,ENSG00000178896,EXOSC4,104514,R8,4.73671918952636e-6,0.05019498050194981
cg15962375,ENSG00000162769,FLVCR1,490932,L4,4.73671918952636e-6,0.1678832116788321
cg22555517,ENSG00000262884,CTD-3060P21.1,78545,R4,4.746010163051526e-6,0.11988801119888011
cg00777445,ENSG00000167117,LINC00483,125438,L7,4.7603826196569985e-6,0.05849415058494151
cg09566894,ENSG00000020256,ZFP64,827299,L10,4.7605870902334314e-6,0.0644935506449355
cg16929955,ENSG00000108679,LGALS3BP,399269,L7,4.7605870902334314e-6,0.0192980701929807
cg05604487,ENSG00000262343,RP11-353N14.3,457861,R10,4.771036258586544e-6,6.999300069993001e-4
cg10227678,ENSG00000277559,RP11-434E6.4,228535,R5,4.7845698578542515e-6,0.0193980601939806
cg19250417,ENSG00000179010,MRFAP1,753766,R10,4.7845698578542515e-6,0.137986201379862
cg22371742,ENSG00000110921,MVK,294460,R9,4.7845698578542515e-6,0.011398860113988602
cg09063835,ENSG00000238777,RNU7-141P,246328,R3,4.793312770002195e-6,0.008799120087991202
cg04946506,ENSG00000258534,CTD-2134A5.4,299992,L9,4.796597231106113e-6,0.0710928907109289
cg26451345,ENSG00000252711,RN7SKP116,16769,R2,4.796865449574874e-6,6.999300069993001e-4
cg14191343,ENSG00000258914,CTD-2134A5.3,418211,L10,4.8052506179947185e-6,0.0245975402459754
cg25690537,ENSG00000105171,POP4,72386,R3,4.808668016865768e-6,0.024197580241975804
cg20432754,ENSG00000233122,CTAGE7P,689746,R10,4.82075325010786e-6,0.0110988901109889
cg26551026,ENSG00000223023,Y_RNA,113025,R4,4.829778963689569e-6,0.036696330366963306
cg17488500,ENSG00000143569,UBAP2L,63020,L8,4.83288209399642e-6,0.1085891410858914
cg25641269,ENSG00000236489,RP11-537I16.2,541894,L7,4.850918665667004e-6,0.04409559044095591
cg12668649,ENSG00000228767,KRT8P18,269352,L2,4.851211755593475e-6,0.015598440155984402
cg01930947,ENSG00000118217,ATF6,410000,L5,4.857212618235116e-6,0.061693830616938304
cg10028983,ENSG00000132740,IGHMBP2,497231,R10,4.857212618235116e-6,0.0022997700229977
cg16591381,ENSG00000162849,KIF26B,0,L3,4.857212618235116e-6,0.018598140185981403
cg25368560,ENSG00000135744,AGT,323906,R7,4.857212618235116e-6,0.05269473052694731
cg10085203,ENSG00000238213,TARDBPP2,524233,R7,4.858893641254054e-6,0.0164983501649835
cg27582081,ENSG00000239994,RP11-169N13.4,168168,R8,4.8681550589611965e-6,0.019598040195980403
cg17459635,ENSG00000181026,AEN,6101,L1,4.8816601208402156e-6,0.010298970102989701
cg17939040,ENSG00000275066,SYNRG,367763,R8,4.8816601208402156e-6,0.014998500149985002
cg06428196,ENSG00000271991,RP11-79O8.1,763610,R10,4.898852627775544e-6,0.0332966703329667
cg13728003,ENSG00000272485,RP11-284J1.1,607386,L8,4.9004173753320485e-6,0.09609039096090391
cg20087413,ENSG00000164323,CFAP97,305008,L10,4.906225135348597e-6,0.0425957404259574
cg21656251,ENSG00000130414,NDUFA10,782444,R8,4.906225135348597e-6,0.0423957604239576
cg02824888,ENSG00000257517,RP4-601P9.1,77466,R3,4.92149442445508e-6,0.004299570042995701
cg20979979,ENSG00000272717,RP11-342I1.2,739274,L6,4.930878464810303e-6,0.007799220077992201
cg09565310,ENSG00000080709,KCNN2,1155087,R8,4.930908197584691e-6,0.011698830116988301
cg14228182,ENSG00000148187,MRRF,0,R1,4.930908197584691e-6,0.012998700129987
cg16935734,ENSG00000101546,RBFA,97087,R1,4.930908197584691e-6,8.999100089991e-4
cg23375593,ENSG00000067064,IDI1,599622,L6,4.930908197584691e-6,0.018198180181981802
cg00084798,ENSG00000261693,RP13-467H17.1,643046,R8,4.943212213779854e-6,0.017998200179982
cg02770061,ENSG00000146918,NCAPG2,377835,R6,4.9557098456696014e-6,0.06729327067293271
cg03228065,ENSG00000205937,RNPS1,26345,R6,4.9557098456696014e-6,0.1254874512548745
cg13505693,ENSG00000105983,LMBR1,472142,R9,4.9557098456696014e-6,0.050094990500949906
cg15318176,ENSG00000105993,DNAJB6,135693,L5,4.9557098456696014e-6,0.014698530146985302
cg18477666,ENSG00000106603,COA1,437592,R8,4.9557098456696014e-6,0.0168983101689831
cg17014914,ENSG00000259516,ANP32AP1,268350,L7,4.95663315888469e-6,0.008599140085991401
cg13534999,ENSG00000254872,RP13-870H17.3,429956,L9,4.958721437358295e-6,0.0020997900209979003
cg00545918,ENSG00000149658,YTHDF1,103896,L7,4.98063062003023e-6,0.1100889911008899
cg07516148,ENSG00000164694,FNDC1,127127,R6,4.98063062003023e-6,0.0420957904209579
cg21706771,ENSG00000083168,KAT6A,0,R6,4.98063062003023e-6,0.0065993400659934
cg05165559,ENSG00000275812,RP4-697K14.15,137004,R10,4.999131115413909e-6,0.14278572142785723
cg06836656,ENSG00000142606,MMEL1,326791,L5,5.0056710634084214e-6,0.13998600139986
cg17343253,ENSG00000168556,ING2,584014,L10,5.0056710634084214e-6,0.0933906609339066
cg02693150,ENSG00000253528,RP11-347C18.4,53040,L1,5.013837234974518e-6,3.9996000399960006e-4
cg09334699,ENSG00000224885,TSSC1-IT1,1108600,R10,5.015529722595552e-6,0.0136986301369863
cg06534853,ENSG00000226277,AC105393.2,240298,L4,5.022611020989984e-6,0.07629237076292371
cg05482502,ENSG00000105993,DNAJB6,130256,L5,5.030831720870249e-6,0.014698530146985302
cg21672401,ENSG00000151239,TWF1,687916,R10,5.030831720870249e-6,0.17918208179182082
cg15549231,ENSG00000234693,RP4-530I15.6,136948,L2,5.034208781741977e-6,0.055894410558944105
cg11234013,ENSG00000224411,HSP90AA2P,263586,R5,5.056105535775652e-6,0.022897710228977103
cg02955989,ENSG00000105176,URI1,436990,L6,5.05611313981512e-6,0.015498450154984501
cg25978218,ENSG00000116771,AGMAT,160115,R9,5.05611313981512e-6,0.042495750424957505
cg26123647,ENSG00000231482,AC141930.2,611315,L5,5.076444984510035e-6,0.0801919808019198
cg02131870,ENSG00000128581,IFT22,620555,L7,5.107040463474289e-6,0.1810818918108189
cg12163365,ENSG00000104472,CHRAC1,1057957,R9,5.107040463474289e-6,0.05039496050394961
cg06919312,ENSG00000256399,RP11-274J7.3,191816,L2,5.112780723120955e-6,0.0012998700129987
cg12614148,ENSG00000271427,RP11-188D8.1,416930,L10,5.1197563427558e-6,0.022397760223977603
cg01736133,ENSG00000245958,RP11-33B1.1,132338,L3,5.132687474737977e-6,0.04689531046895311
cg05329976,ENSG00000196074,SYCP2,143456,R2,5.132687474737977e-6,0.1105889411058894
cg22357679,ENSG00000109519,GRPEL1,416847,L7,5.132687474737977e-6,0.015598440155984402
cg27048142,ENSG00000104983,CCDC61,19663,L4,5.132687474737977e-6,0.010198980101989802
cg17292100,ENSG00000251013,GAPDHP62,312355,R9,5.154810197437524e-6,0.0182981701829817
cg16104371,ENSG00000179979,CRIPAK,140808,L2,5.1584574606021795e-6,0.10948905109489052
cg24135583,ENSG00000105993,DNAJB6,143057,L5,5.1584574606021795e-6,0.014798520147985201
cg05859264,ENSG00000271304,DPRXP2,139478,L2,5.166382639148053e-6,0.0040995900409959
cg03170036,ENSG00000222035,AC079354.3,163914,R4,5.170582158378138e-6,0.022397760223977603
cg23867673,ENSG00000272988,RP11-150D20.5,408879,R8,5.180154615262372e-6,0.0034996500349965005
cg01701837,ENSG00000182154,MRPL41,71364,R2,5.184350980272954e-6,0.0136986301369863
cg13748845,ENSG00000160323,ADAMTS13,109765,L4,5.184350980272954e-6,0.05699430056994301
cg19768079,ENSG00000063761,ADCK1,238380,L3,5.184350980272954e-6,0.0028997100289971
cg13707005,ENSG00000134463,ECHDC3,537699,R6,5.210368595345847e-6,0.1583841615838416
cg16198468,ENSG00000165637,VDAC2,261859,R9,5.210368595345847e-6,0.0117988201179882
cg16401207,ENSG00000228651,RP11-556E13.1,1134342,R7,5.216126645124306e-6,0.03899610038996101
cg14667853,ENSG00000231482,AC141930.2,1070967,L4,5.219899147220123e-6,0.080791920807919207
cg10988075,ENSG00000257517,RP4-601P9.1,541449,L5,5.233191205452207e-6,0.0044995500449955
cg03282968,ENSG00000101190,TCFL5,182556,L10,5.236510869815368e-6,0.0197980201979802
cg24873093,ENSG00000281912,LINC01144,219768,L9,5.236510869815368e-6,0.06479352064793521
cg15152595,ENSG00000228153,RP11-23I7.1,339076,L5,5.240955877170228e-6,4.999500049995e-4
cg06647930,ENSG00000215333,KRT18P23,171837,L5,5.24829693612228e-6,0.13308669133086692
cg05132150,ENSG00000164022,AIMP1,799598,L4,5.262778370084484e-6,0.15658434156584342
cg02170784,ENSG00000167945,PRR25,170665,L8,5.2699092789468415e-6,0.054894510548945105
cg05548402,ENSG00000261519,RP11-403P17.4,467328,R10,5.27196471429492e-6,0.0010998900109989002
cg02480685,ENSG00000241003,RP11-22C11.1,462691,L10,5.273148969376205e-6,0.027697230276972302
cg10419957,ENSG00000254337,RP11-865I6.2,881028,R10,5.2886425346142564e-06,0.09249075092490751
cg02164741,ENSG00000262772,LINC01977,282514,R9,5.288894440041401e-6,0.21257874212578742
cg04815713,ENSG00000187498,COL4A1,98788,L4,5.2891716649741555e-6,0.021497850214978503
cg25596287,ENSG00000242125,SNHG3,6331,L1,5.2891716649741555e-6,0.049095090490950906
cg24100610,ENSG00000257048,RP11-476M19.2,115489,L4,5.292437098191663e-6,0.021597840215978402
cg14121185,ENSG00000264491,RP11-349A8.3,527201,R8,5.307547573914467e-6,0.0673932606739326
cg09131332,ENSG00000273192,CITF22-1A6.3,139039,L6,5.315667455256829e-6,0.006999300069993001
cg01094891,ENSG00000105173,CCNE1,732901,L10,5.315675412072591e-6,0.1126887311268873
cg21296613,ENSG00000124172,ATP5E,193287,L3,5.315691325732923e-6,0.008099190080991902
cg12620035,ENSG00000241709,RN7SL265P,100414,L5,5.319510309514881e-6,4.999500049995e-4
cg27060793,ENSG00000152592,DMP1,189966,L5,5.325839689797843e-6,0.0638936106389361
cg00913032,ENSG00000231482,AC141930.2,744363,L5,5.3371355967155904e-6,0.08089191080891911
cg00604640,ENSG00000127922,SEM1,0,R1,5.3423379260464795e-6,0.04329567043295671
cg26426690,ENSG00000138160,KIF11,491217,R10,5.3423379260464795e-6,0.09469053094690531
cg01676795,ENSG00000201643,SNORA14A,13113,L1,5.367023164475904e-6,0.025697430256974303
cg05118455,ENSG00000228664,RP11-416K24.1,533484,R10,5.368338686003827e-6,0.0096990300969903
cg17514199,ENSG00000230325,RP11-385F5.4,1337870,L8,5.369095983626347e-6,0.004299570042995701
cg03737787,ENSG00000142606,MMEL1,350101,L5,5.3691120420473435e-6,0.14108589141085892
cg08382072,ENSG00000272097,RP11-421M1.8,222246,R7,5.3691120420473435e-6,0.0908909109089091
cg24435939,ENSG00000145016,RUBCN,205094,R10,5.3691120420473435e-6,0.011498850114988501
cg24657085,ENSG00000264663,KRT8P34,130944,R6,5.3714369520376025e-6,9.99900009999e-4
cg12716367,ENSG00000245281,CTD-2547L16.1,316899,R8,5.3825390517364875e-6,0.059494050594940506
cg07754347,ENSG00000224389,C4B,132183,L9,5.3960142523245095e-6,0.0888911108889111
cg13156014,ENSG00000115649,CNPPD1,119538,R8,5.3960142523245095e-6,0.0115988401159884
cg05118455,ENSG00000232096,YPEL5P1,387717,R8,5.39971084142908e-6,2.9997000299970003e-4
cg18114053,ENSG00000272485,RP11-284J1.1,401136,R9,5.4006961616943914e-6,0.0968903109689031
cg13527203,ENSG00000254973,RP11-429J17.7,202287,L8,5.409432735677165e-6,0.13938606139386062
cg17782848,ENSG00000253219,KRT18P41,437887,L10,5.410050363714078e-6,0.010498950104989501
cg19245120,ENSG00000236451,AC067956.1,842248,L5,5.4104038537215656e-6,0.11658834116588342
cg07218357,ENSG00000236554,ASNSP3,470316,L3,5.422639651636985e-6,0.0021997800219978004
cg05180182,ENSG00000237399,PITRM1-AS1,456590,L6,5.4230370357191185e-6,0.052094790520947905
cg00492341,ENSG00000157881,PANK4,68882,L8,5.423045137933142e-6,0.0032996700329967
cg11026867,ENSG00000215039,CD27-AS1,74522,R6,5.423045137933142e-6,0.012198780121987801
cg25426742,ENSG00000115520,COQ10B,138852,L5,5.423045137933142e-6,0.022997700229977002
cg24884217,ENSG00000204338,CYP21A1P,61926,L6,5.436527811074503e-6,0.09659034096590341
cg14372792,ENSG00000271763,RP11-386M24.9,25135,L4,5.440111776055854e-6,0.0730926907309269
cg07784084,ENSG00000238225,CRIP1P2,1022526,L10,5.444542712894251e-6,0.0968903109689031
cg04310488,ENSG00000112110,MRPL18,456275,L9,5.450205282404406e-6,0.04659534046595341
cg11789321,ENSG00000062194,GPBP1,212556,L4,5.450205282404406e-6,0.10108989101089891
cg13527203,ENSG00000178719,GRINA,15946,R2,5.450205282404406e-6,0.07789221077892211
cg17095652,ENSG00000104081,BMF,218444,R9,5.450205282404406e-6,0.0022997700229977
cg26915558,ENSG00000132740,IGHMBP2,490090,R10,5.450205282404406e-6,0.0025997400259974
cg21029504,ENSG00000279494,RP11-494O16.4,216681,R10,5.4630919718042595e-6,0.0044995500449955
cg01850245,ENSG00000196747,HIST1H2AI,206882,R7,5.470827062036626e-6,0.11118888111188881
cg06588782,ENSG00000228613,AC144450.1,713207,L5,5.475149210786862e-6,0.1374862513748625
cg17386710,ENSG00000158321,AUTS2,0,R1,5.477495271755119e-6,0.011698830116988301
cg22400059,ENSG00000175262,C1orf127,435018,R7,5.491180947733203e-6,0.0216978302169783
cg20555234,ENSG00000201370,Y_RNA,490411,L7,5.502574675392897e-6,0.008099190080991902
cg16579981,ENSG00000232679,LINC01705,731401,R9,5.5046703660739784e-06,0.07269273072692731
cg17781464,ENSG00000167778,SPRYD3,137792,R8,5.504915694497638e-6,0.11928807119288071
cg22792503,ENSG00000161513,FDXR,129505,R6,5.504915694497638e-6,0.09349065093490651
cg23248615,ENSG00000067064,IDI1,914344,L4,5.504915694497638e-6,0.018698130186981302
cg09705784,ENSG00000267123,LINC02081,48237,R1,5.5060356293941285e-6,0.0756924307569243
cg08842373,ENSG00000184735,DDX53,325351,R7,5.519826877985955e-6,0.0193980601939806
cg02388446,ENSG00000244006,RN7SL799P,827653,L10,5.527184481564152e-6,0.012398760123987601
cg08037115,ENSG00000258914,CTD-2134A5.3,493725,L10,5.528870996610016e-6,0.0254974502549745
cg05211790,ENSG00000215156,RP11-1023L17.2,489430,L5,5.53163080149312e-6,0.027897210278972105
cg11117717,ENSG00000092140,G2E3,471259,L10,5.5324671416497e-6,0.0184981501849815
cg23910430,ENSG00000196458,ZNF605,141045,R10,5.5324671416497e-6,0.0856914308569143
cg25457884,ENSG00000171703,TCEA2,92435,L7,5.5324671416497e-6,0.033896610338966106
cg24188163,ENSG00000168619,ADAM18,194434,L8,5.533774092609013e-6,0.015898410158984102
cg16762308,ENSG00000131050,BPIFA2,101669,L7,5.542854106145901e-6,0.004399560043995601
cg17196051,ENSG00000253746,RP11-527N22.2,257383,R2,5.552116061726352e-6,0.0522947705229477
cg04366880,ENSG00000223876,RPS27P1,126824,L3,5.558100360457286e-6,0.0081991800819918
cg18825221,ENSG00000244677,RN7SL706P,133336,L2,5.559820180192102e-6,7.999200079992001e-4
cg13051977,ENSG00000126106,TMEM53,7773,L1,5.560141919296012e-6,0.0103989601039896
cg03991152,ENSG00000137218,FRS3,22590,R4,5.560150206744295e-6,0.012598740125987402
cg09166973,ENSG00000164256,PRDM9,0,L2,5.5632206131328364e-6,0.0029997000299970002
cg18572200,ENSG00000241404,EGFL8,19812,R4,5.574024669821418e-6,0.0052994700529947
cg10484693,ENSG00000120563,LYZL1,363296,R1,5.586356098406496e-6,0.007099290070992901
cg12303623,ENSG00000268584,RP11-464F9.20,50400,R1,5.5879571608702325e-6,0.024797520247975203
cg01515534,ENSG00000105404,RABAC1,45166,R3,5.587965485839593e-6,0.0091990800919908
cg12071044,ENSG00000146918,NCAPG2,886881,R9,5.587965485839593e-6,0.0683931606839316
cg15693572,ENSG00000129810,SGO1,2184601,L9,5.587965485839593e-6,0.1100889911008899
cg15481472,ENSG00000243775,OSTCP1,36482,R5,5.598041906220808e-6,7.999200079992001e-4
cg03658275,ENSG00000203756,TMEM244,867113,R10,5.599016318728594e-6,0.0086991300869913
cg12930753,ENSG00000254248,RP11-320N21.2,67174,R6,5.60627777298892e-6,0.028897110288971104
cg05459517,ENSG00000136986,DERL1,229497,R5,5.615913577528894e-6,0.0575942405759424
cg21730821,ENSG00000102401,ARMCX3,159818,R5,5.615913577528894e-6,0.0433956604339566
cg26631454,ENSG00000185896,LAMP1,87681,L2,5.615913577528894e-6,0.021397860213978603
cg06408385,ENSG00000272841,RP3-428L16.2,1451883,L3,5.643986682459843e-6,0.029997000299970003
cg01719079,ENSG00000164877,MICALL2,328676,R5,5.643995082950615e-6,0.0425957404259574
cg08944961,ENSG00000111252,SH2B3,306555,R8,5.643995082950615e-6,0.1862813718628137
cg09424566,ENSG00000128578,STRIP2,92668,R3,5.643995082950615e-6,0.011498850114988501
cg11412523,ENSG00000172340,SUCLG2,48769,R1,5.643995082950615e-6,0.0801919808019198
cg12240358,ENSG00000103942,HOMER2,0,R1,5.643995082950615e-6,0.12258774122587741
cg15651267,ENSG00000113643,RARS,884913,R10,5.643995082950615e-6,0.0644935506449355
cg19307180,ENSG00000102763,VWA8,268343,L10,5.643995082950615e-6,0.08899110088991101
cg18686665,ENSG00000225942,LINC01875,82453,L2,5.645761443353357e-6,0.0221977802219778
cg10506618,ENSG00000222872,RNU4-78P,16428,R1,5.650843906586315e-6,0.0084991500849915
cg04544908,ENSG00000273549,Metazoa_SRP,222660,R10,5.6513831792877285e-6,0.013998600139986002
cg00992687,ENSG00000164283,ESM1,0,R1,5.672210605798326e-6,0.16428357164283572
cg01701837,ENSG00000198435,NRARP,177581,L5,5.672210605798326e-6,0.014798520147985201
cg09246203,ENSG00000184307,ZDHHC23,334343,L9,5.672210605798326e-6,0.0491950804919508
cg19323059,ENSG00000122641,INHBA,3911,L1,5.672210605798326e-6,0.05039496050394961
cg10975290,ENSG00000272556,GTF2IP13,108660,L8,5.686360355558701e-6,0.0156984301569843
cg04757991,ENSG00000176171,BNIP3,555732,R5,5.7005607523307935e-6,0.025097490250974904
cg07404200,ENSG00000026297,RNASET2,466405,R8,5.7005607523307935e-6,0.014598540145985401
cg10201191,ENSG00000078900,TP73,405610,R9,5.7005607523307935e-6,0.06629337066293371
cg11136111,ENSG00000111052,LIN7A,0,L3,5.7005607523307935e-6,0.11018898110188981
cg12911556,ENSG00000122565,CBX3,150803,L2,5.7005607523307935e-6,0.14488551144885511
cg13280882,ENSG00000112110,MRPL18,552105,L10,5.7005607523307935e-6,0.0471952804719528
cg13820205,ENSG00000148331,ASB6,43591,L1,5.7005607523307935e-6,0.010798920107989201
cg18928221,ENSG00000164692,COL1A2,264772,R1,5.7005607523307935e-6,0.024797520247975203
cg23811057,ENSG00000228044,RP4-781K5.4,89590,L5,5.7012244293824525e-6,0.047595240475952406
cg05459517,ENSG00000253258,RP11-539E17.5,397971,R10,5.7024220579411625e-6,0.0036996300369963003
cg11876048,ENSG00000266100,RP11-118E18.2,261953,R5,5.705083490915782e-6,2.9997000299970003e-4
cg20731819,ENSG00000205740,RP11-363N22.3,479322,L9,5.729037616401706e-6,0.010698930106989302
cg20984904,ENSG00000105993,DNAJB6,319203,L8,5.729046131382097e-6,0.015498450154984501
cg13912824,ENSG00000105993,DNAJB6,136090,L5,5.75765880090361e-6,0.015498450154984501
cg14149492,ENSG00000272906,RP11-533E19.7,388304,L10,5.75765880090361e-6,0.08039196080391961
cg06647007,ENSG00000106069,CHN2,414053,R7,5.757667354371755e-6,0.0665933406659334
cg09272225,ENSG00000158435,CNOT11,349468,R7,5.757667354371755e-6,0.10688931106889311
cg04207218,ENSG00000231123,SPATA20P1,268277,L4,5.7661799219623805e-6,0.0695930406959304
cg03955537,ENSG00000263063,RP11-388C12.1,132256,L8,5.771934799180114e-6,0.050994900509949
cg02167456,ENSG00000241769,LINC00893,808377,R7,5.786425035314888e-6,0.029997000299970003
cg03498175,ENSG00000164306,PRIMPOL,108451,L4,5.786425035314888e-6,0.07889211078892111
cg06251348,ENSG00000137513,NARS2,485112,L6,5.786425035314888e-6,0.037396260373962605
cg18649451,ENSG00000100749,VRK1,182431,R3,5.786425035314888e-6,0.05959404059594041
cg18792131,ENSG00000176022,B3GALT6,68477,R10,5.786425035314888e-6,0.018198180181981802
cg09037813,ENSG00000222032,AC112721.2,256295,L8,5.79855422272058e-6,0.017298270172982702
cg15765380,ENSG00000243550,LINC01214,472561,L9,5.808418125842952e-6,0.0851914808519148
cg05211790,ENSG00000250886,CTD-2046J7.1,398137,R10,5.809541775043893e-6,0.06239376062393761
cg16807297,ENSG00000276564,CTA-276F8.1,128833,L4,5.815311159898099e-6,0.0968903109689031
cg15411840,ENSG00000135535,CD164,72260,R3,5.815319790832429e-6,0.06969303069693031
cg19904347,ENSG00000125755,SYMPK,74480,L6,5.844352240161376e-6,0.0178982101789821
cg25758828,ENSG00000136682,CBWD2,219123,R7,5.844352240161376e-6,0.12918708129187081
cg20928945,ENSG00000249574,AC226118.1,538061,L10,5.853080561058337e-6,0.2532746725327467
cg26389737,ENSG00000243433,RP11-148K1.10,52675,R5,5.858106863264969e-6,0.0029997000299970002
cg06288198,ENSG00000203635,AC144450.2,412355,R5,5.863601427812898e-6,0.130986901309869
cg00862016,ENSG00000244502,HDAC11-AS1,337574,L4,5.865770720326122e-6,0.04509549045095491
cg09737685,ENSG00000264172,PDLIM1P3,4449797,R9,5.870925852950003e-6,1.9998000199980003e-4
cg18410316,ENSG00000229836,XXbac-BPG248L24.10,67802,R7,5.871798920904034e-6,0.10768923107689231
cg09086416,ENSG00000170950,PGK2,673978,L10,5.872235256694664e-6,0.039396060393960604
cg03900492,ENSG00000105993,DNAJB6,135525,L5,5.87351429610606e-6,0.015498450154984501
cg19676502,ENSG00000278771,RN7SL3,117518,L8,5.874169903380365e-6,0.0131986801319868
cg17939040,ENSG00000275839,CTC-421K24.1,307137,R6,5.881652208122852e-6,0.0015998400159984002
cg06255676,ENSG00000266970,RP11-806H10.4,128949,L3,5.9028327103434015e-6,0.039196080391960805
cg06383709,ENSG00000155666,KDM8,1065837,R9,5.9028327103434015e-6,0.05909409059094091
cg22475082,ENSG00000160439,RDH13,52793,R4,5.9028327103434015e-6,0.0326967303269673
cg17939040,ENSG00000278638,CTC-268N12.2,94256,L4,5.9245588911814176e-6,7.999200079992001e-4
cg24582851,ENSG00000232526,VDAC1P13,81707,L5,5.92499040401987e-6,0.005499450054994501
cg02289343,ENSG00000201725,RNU6-304P,188029,L7,5.931326232132997e-6,7.999200079992001e-4
cg04018164,ENSG00000065559,MAP2K4,519210,L6,5.932281982843458e-6,0.12168783121687832
cg19738802,ENSG00000146918,NCAPG2,438830,R6,5.932281982843458e-6,0.068993100689931
cg20258249,ENSG00000001497,LAS1L,20329,L2,5.932281982843458e-6,0.058894110588941104
cg23631556,ENSG00000105993,DNAJB6,130373,L5,5.932281982843458e-6,0.015498450154984501
cg24158160,ENSG00000143450,OAZ3,42151,R6,5.932281982843458e-6,0.029397060293970604
cg07779423,ENSG00000145494,NDUFS6,131832,L7,5.961871452469562e-6,0.0112988701129887
cg10304534,ENSG00000152749,GPR180,557461,L10,5.961871452469562e-6,0.23297670232976703
cg13527203,ENSG00000179950,PUF60,144250,L6,5.961871452469562e-6,0.057194280571942806
cg19433487,ENSG00000170412,GPRC5C,167486,R9,5.961871452469562e-6,0.09099090090990901
cg03114584,ENSG00000179979,CRIPAK,136594,L2,5.99160175169389e-6,0.11128887111288871
cg00748226,ENSG00000161671,EMC10,9452,R2,6.02147351566691e-6,0.04229577042295771
cg08842373,ENSG00000012174,MBTPS2,1443516,L9,6.02147351566691e-6,0.10838916108389161
cg22509057,ENSG00000160710,ADAR,37819,R7,6.02147351566691e-6,0.03799620037996201
cg21250232,ENSG00000254205,RP11-92K15.1,42989,L1,6.030544201321946e-6,6.999300069993001e-4
cg19264163,ENSG00000274840,RP11-320G10.1,1233894,L6,6.032180577027655e-6,0.0086991300869913
cg08232855,ENSG00000069020,MAST4,0,L3,6.0514873822278525e-6,0.1962803719628037
cg01576142,ENSG00000279286,RP11-248B24.1,255644,L2,6.0546124475112525e-6,0.012598740125987402
cg04735632,ENSG00000226087,AC106869.2,334028,L8,6.063177664928162e-6,0.040195980401959805
cg06098530,ENSG00000226253,MRPL35P3,440213,L6,6.06977609491732e-6,0.0011998800119988001
cg17853642,ENSG00000233122,CTAGE7P,1151594,L9,6.081635004159152e-6,0.011998800119988001
cg00629625,ENSG00000198026,ZNF335,62818,L4,6.081643991915279e-6,0.0041995800419958006
cg15817440,ENSG00000100567,PSMA3,111637,R5,6.081643991915279e-6,0.034396560343965606
cg23416002,ENSG00000168619,ADAM18,324708,L9,6.0825044984945264e-6,0.0164983501649835
cg18170680,ENSG00000229275,LL22NC03-121E8.3,905330,L7,6.0908961143878205e-6,0.031096890310968902
cg27048142,ENSG00000269148,AC092301.3,209873,L10,6.09528084830556e-6,0.0011998800119988001
cg07052524,ENSG00000176396,EID2,19508,R5,6.111943987977626e-6,0.0036996300369963003
cg07941938,ENSG00000279069,RP11-159D12.6,230201,L10,6.111943987977626e-6,0.11188881111888811
cg25223798,ENSG00000109519,GRPEL1,121985,L3,6.111943987977626e-6,0.016198380161983803
cg13527203,ENSG00000261150,EPPK1,95645,L3,6.142388016383849e-6,0.016698330166983303
cg23178364,ENSG00000078098,FAP,2323443,L10,6.142388016383849e-6,0.023297670232976703
cg25516542,ENSG00000145494,NDUFS6,325053,L10,6.142388016383849e-6,0.011398860113988602
cg07798605,ENSG00000167749,KLK4,94932,L9,6.155056058019526e-6,0.0313968603139686
cg09829888,ENSG00000274976,RP11-8P13.5,214906,R10,6.15955618576226e-6,0.0021997800219978004
cg25998745,ENSG00000279786,CTD-2014D20.1,196111,R2,6.160870322814453e-6,1.9998000199980003e-4
